id1,id2,weight
40488442,4023995,1
4185447,4023995,1
4115408,4023995,1
4311860,4023995,1
37109664,4023995,1
4102113,4023995,1
4161988,4023995,1
4021774,4023995,1
134057,4023995,1
40486034,4023995,1
4353840,4023995,1
4236414,4023995,1
4115247,4023995,1
136237,4023995,1
37110754,4023995,1
4031892,4023995,1
44790809,4023995,1
4060461,4023995,1
4322000,4023995,1
4264330,4023995,1
44791216,4023995,1
4308201,4023995,1
4277352,4023995,1
4131484,4023995,1
4071689,4023995,1
4011467,4023995,1
4103183,4023995,1
40491006,4023995,1
4116966,4023995,1
4117777,4023995,1
3663218,4023995,1
4353966,4023995,1
4115558,4023995,1
135157,4023995,1
4086525,4023995,1
40487084,4023995,1
4190527,4023995,1
4103193,4023995,1
45769199,4023995,1
4149040,4023995,1
443251,4023995,1
4353957,4023995,1
4115415,4023995,1
44788314,4023995,1
4182004,4023995,1
46273603,4023995,1
44790787,4023995,1
4147185,4023995,1
4152505,4023995,1
36717283,4115408,1
4065290,4103183,1
4179992,134057,1
44788318,44788314,1
4281242,4353840,1
4314000,4102113,1
35615071,4115408,1
4028367,134057,1
35622505,4182004,1
4140383,4071689,1
4095633,4071689,1
4092782,4071689,1
4254374,4277352,1
4064455,4103183,1
4177707,4103183,1
40486557,4103183,1
4090575,4071689,1
4064743,4353966,1
4103189,4277352,1
4268753,4071689,1
4231363,134057,1
4176126,4161988,1
4180943,134057,1
43020931,134057,1
43021047,4102113,1
318772,4103193,1
43021623,4102113,1
4217077,4353957,1
317002,134057,1
35607981,4102113,1
37110290,134057,1
4103295,4277352,1
36712998,4115408,1
45766184,4102113,1
36712805,4115408,1
43020925,134057,1
45766183,4102113,1
4095631,4071689,1
4152156,134057,1
43021948,4102113,1
4119277,4071689,1
4116121,134057,1
4088510,4103183,1
4166218,4103183,1
4179525,4103183,1
4108611,4103183,1
4198624,134057,1
4085521,4071689,1
43021300,134057,1
44792759,4071689,1
4170972,134057,1
40489996,4103183,1
40479758,134057,1
4161472,4103183,1
43021047,134057,1
4305805,4071689,1
4103199,4277352,1
44805875,4147185,1
4065289,4103183,1
4155972,4103183,1
40487549,4103183,1
40482197,4353840,1
4189363,4115558,1
4064869,4103183,1
760977,134057,1
37018030,4103183,1
4291803,4071689,1
40491452,135157,1
35624211,4277352,1
4161989,4103183,1
37018380,4103183,1
36712807,4115408,1
37312530,4115408,1
4233174,4071689,1
4294246,4115408,1
42689664,4103183,1
4182438,4161988,1
44791632,4103183,1
4064590,4071689,1
4031893,4031892,1
4160790,4103183,1
4088745,4071689,1
316866,4277352,1
761800,4115408,1
321588,4103183,1
4223433,4103183,1
45757805,4071689,1
4171918,4103193,1
40490509,4103183,1
4093644,4071689,1
4095628,4071689,1
4237053,4182004,1
4110112,4102113,1
4116634,4103183,1
4332246,134057,1
43021046,4102113,1
4095629,4071689,1
43021335,134057,1
4095634,4071689,1
4188696,4161988,1
319826,316866,1
4112843,4110112,1
37399712,4179992,1
4281749,4116634,1
4279525,37110290,1
4144810,4103199,1
137613,37110290,1
4164635,4110112,1
435026,37110290,1
4041343,37110290,1
36713669,4179992,1
42537771,37110290,1
4178542,321588,1
4281397,4291803,1
4103844,318772,1
35607981,4179992,1
4173466,4179992,1
42537769,37110290,1
4121482,4103295,1
4240785,318772,1
4187856,4108611,1
4248818,4095631,1
433225,4103295,1
43021906,4179992,1
4283239,4291803,1
4121628,4332246,1
35615135,317002,1
35622379,4179992,1
37396245,4179992,1
36714291,4179992,1
435616,37110290,1
312336,4332246,1
36717761,4179992,1
4208466,4231363,1
4297925,4179992,1
4158574,4189363,1
4062119,37110290,1
4319458,4180943,1
4120086,4103295,1
4028741,316866,1
4171852,4028367,1
36716138,4179992,1
134425,37110290,1
40486556,4095631,1
44809575,4332246,1
44783619,4179992,1
4103209,37110290,1
4119821,4095634,1
46272746,4179992,1
4062014,317002,1
4103295,321588,1
45757126,37110290,1
4172872,4180943,1
4111470,4110112,1
4172867,317002,1
37111372,4231363,1
42539099,4116634,1
4231580,4028367,1
316478,37110290,1
4048281,4180943,1
4110253,4110112,1
4101624,4179992,1
4028488,4028367,1
4345797,4170972,1
4119599,4103295,1
37208230,45757805,1
4180636,321588,1
4289142,316866,1
4237136,4088745,1
760860,4294246,1
36715046,4179992,1
37110120,4179992,1
4150305,318772,1
320116,4028367,1
40488446,4095634,1
42537764,37110290,1
45768709,4095634,1
4263049,321588,1
4187049,4180943,1
4247267,318772,1
4178542,4179992,1
4133509,4180943,1
45757155,37110290,1
312773,321588,1
37016726,316866,1
4207595,4095634,1
4121616,321588,1
4221631,37110290,1
437579,4103295,1
4107356,4152156,1
4003715,4237053,1
4209293,316866,1
36675148,4179992,1
4297303,4103189,1
314432,37110290,1
4049389,316866,1
44809026,316866,1
4264859,4095631,1
4137358,43021046,1
4062552,37110290,1
37399476,4101624,1
44811932,44809026,1
4301015,4180636,1
4085405,312336,1
4006984,4119821,1
42534858,4180636,1
4213379,4281749,1
3655205,435616,1
4109334,4281749,1
43021893,4180636,1
4006483,320116,1
43021061,4137358,1
4227607,4279525,1
443249,316478,1
43021625,4137358,1
43020875,4180636,1
37208231,37208230,1
4161455,4180636,1
4017134,435616,1
40486502,4119821,1
319843,4281749,1
37110574,4208466,1
319845,4281749,1
45757212,435616,1
4158911,4281749,1
4274491,4231580,1
4334321,4137358,1
4329088,4137358,1
4067471,320116,1
3655211,42537764,1
4148256,4171852,1
36716981,35615135,1
4322735,319826,1
4278217,4208466,1
4301208,37111372,1
4219469,435026,1
35624277,319826,1
4322316,4281749,1
437948,435616,1
43020833,4180636,1
43020918,4180636,1
4278353,4208466,1
42535227,4171852,1
4054197,312336,1
4061347,4062119,1
4152603,4180636,1
4093993,4180636,1
36712892,37111372,1
4205670,4231580,1
4121483,4103295,1
3655215,42537764,1
43021953,4137358,1
43020913,4180636,1
45757138,4062552,1
42539373,4281749,1
4065621,4062119,1
4331669,4137358,1
43020847,4180636,1
4103209,4208466,1
4082018,312336,1
37398927,4101624,1
43020611,4137358,1
4204985,320116,1
4232337,4281749,1
4324608,4137358,1
4124701,4120086,1
43531712,435616,1
314054,4281749,1
43530934,435026,1
4072086,320116,1
36717000,4171852,1
4238191,4171852,1
314958,319826,1
4180283,4209293,1
4121650,4119821,1
4236722,4137358,1
43020945,4281749,1
4101018,4119821,1
4218088,4279525,1
435829,4281749,1
42538803,4281749,1
44809916,4208466,1
42537638,4281749,1
440477,435026,1
43020688,4137358,1
437579,4103295,1
4238986,4281749,1
4088982,4103295,1
43021605,4119821,1
4233619,4103295,1
3655207,42537764,1
4291461,4028488,1
4217486,4279525,1
44809915,4208466,1
4164092,4171852,1
4006325,4279525,1
4070323,320116,1
4119598,4120086,1
442055,435026,1
4003276,435616,1
4332658,4331669,1
37203942,4085405,1
4178312,4322735,1
320416,319843,1
315013,443249,1
40486070,4109334,1
4012483,4322316,1
40491882,4101018,1
4101633,4109334,1
4226023,42538803,1
4048785,42535227,1
40486664,4322316,1
4161245,4324608,1
4269358,4217486,1
4101168,319843,1
4302591,4217486,1
4023404,4121650,1
42538760,43020847,1
315273,319843,1
43020639,4238986,1
4231818,42538803,1
3656063,4322316,1
4080325,4227607,1
3654922,4322316,1
45769461,4158911,1
45766096,42539373,1
4321603,4217486,1
4111566,319843,1
4149211,4085405,1
3656143,4322316,1
314426,443249,1
442049,442055,1
4240289,435829,1
4094374,4006325,1
4177860,319843,1
443962,319843,1
40491938,4322316,1
40487560,4085405,1
4184499,4322316,1
4304837,4227607,1
4334321,319843,1
319921,4322316,1
4182110,435829,1
4108817,4158911,1
4245321,4322316,1
442916,443249,1
37397481,4322316,1
45766095,4232337,1
4226023,319843,1
42710001,4278217,1
40489983,4006984,1
441874,4278217,1
40491970,4109334,1
442420,440477,1
43021604,4121650,1
45757194,319843,1
4249016,314958,1
3656072,4322316,1
4174979,4006325,1
40486056,319843,1
762045,319845,1
4030224,4322316,1
4108724,4109334,1
4225090,435829,1
4108598,319843,1
4103006,4322316,1
4326746,42537638,1
40489998,4006984,1
3656063,42537638,1
4028951,4218088,1
45771318,4232337,1
40491462,4322316,1
43020618,319843,1
193210,4238191,1
45766096,4232337,1
43020946,43020945,1
43020922,43020918,1
43020637,4238986,1
4206453,43530934,1
45771318,42539373,1
37396391,4322316,1
40493476,4109334,1
45757186,443249,1
40489886,4101018,1
45757096,314054,1
4141106,4278217,1
4096157,4278217,1
43020887,43020847,1
43020881,4232337,1
4101607,4322316,1
43020619,319843,1
4261611,319845,1
45771320,42539373,1
4108603,319843,1
4046113,4322316,1
42538761,43020847,1
4326746,319843,1
4262976,4322316,1
3656095,4109334,1
43021941,319843,1
4069096,4326746,1
43021063,43020881,1
40487149,40489998,1
3656075,4030224,1
44804752,4101168,1
4244966,4030224,1
43021833,43020881,1
4070916,319921,1
4119461,315273,1
4110937,315273,1
4030676,319921,1
3654726,443962,1
4048042,4046113,1
43021044,43020881,1
4305961,4012483,1
40488841,4030224,1
4161975,443962,1
4269199,4046113,1
313964,4261611,1
45766079,43021941,1
4245227,319921,1
40491995,4326746,1
4126122,319921,1
764722,441874,1
4061539,40487560,1
43021944,443962,1
4034031,4302591,1
4182602,4184499,1
318776,443962,1
4040820,320416,1
44804855,4326746,1
43021043,43020881,1
4110937,45769461,1
3654940,4012483,1
4236905,4141106,1
4115229,4141106,1
4126111,40487560,1
40492953,4245321,1
4109335,37397481,1
4100146,4326746,1
45771323,443962,1
43020947,43020946,1
40487179,40489998,1
4108723,319921,1
4148205,4321603,1
4100150,4101168,1
4108235,4111566,1
320115,443962,1
320835,319921,1
4148205,4269358,1
4154293,4182110,1
320206,319921,1
40487107,4030224,1
4069185,40487560,1
4111413,4108817,1
44804751,4101168,1
3654725,315273,1
320115,320416,1
4244027,319921,1
45766069,43021941,1
40487979,4184499,1
4100151,4101168,1
3656077,319921,1
321041,320416,1
4263510,4184499,1
4242188,4326746,1
321107,4012483,1
40486055,319921,1
3654723,315273,1
40487660,40491970,1
40404007,4326746,1
3656079,319921,1
4245933,4326746,1
40491995,4101168,1
43021473,43020946,1
4108815,443962,1
4269199,4184499,1
4108815,45769461,1
4136335,4141106,1
4102865,4326746,1
4197259,4030224,1
40482925,4030224,1
314368,443962,1
43020911,43021604,1
4035467,4012483,1
314368,315273,1
4108659,443962,1
764701,441874,1
40484202,40489998,1
4033905,4326746,1
4161458,443962,1
764705,441874,1
40492983,40486664,1
40486615,4184499,1
36674972,443962,1
40488444,4030224,1
320206,4046113,1
4141491,4101168,1
4057759,4240289,1
4197259,4046113,1
4112093,40487107,1
4301373,4154293,1
4179909,4236905,1
4100150,4242188,1
4112162,4236905,1
4102863,4182602,1
4304541,4040820,1
45766207,4110937,1
40486073,40488444,1
4111848,4236905,1
4259295,4040820,1
40487649,40486615,1
4113290,4061539,1
4112092,40487107,1
4109201,4108723,1
4215619,4040820,1
4070297,320835,1
4244437,4108659,1
4101618,320835,1
3656128,4269199,1
313698,43021833,1
37109923,4236905,1
40492189,40482925,1
4119462,4141491,1
312728,4269199,1
4215619,321041,1
35615093,4236905,1
4101164,40487979,1
4102863,40487979,1
4108736,320206,1
43020478,40487179,1
3656125,4048042,1
4304541,318776,1
4112087,320206,1
35615081,4136335,1
4108377,4236905,1
761812,4136335,1
40492953,44804855,1
4140616,4136335,1
4109337,320206,1
4108381,4136335,1
40484305,40482925,1
35624311,320835,1
4244437,4040820,1
4244437,318776,1
4101013,320206,1
4109336,4108723,1
4163292,320835,1
40492953,4242188,1
45766207,314368,1
4070914,4108723,1
40487182,40486615,1
318689,43021833,1
4109341,40487107,1
4304541,320115,1
37109921,4236905,1
4109338,4108723,1
4301373,318776,1
4100879,40487979,1
45766071,45766069,1
43020504,40404007,1
4102862,40487979,1
764506,764722,1
4108375,4136335,1
4108730,4108723,1
35615094,4236905,1
4182191,4236905,1
4103131,320835,1
45766079,314368,1
40488032,40492953,1
4109202,4108723,1
4312621,4154293,1
4108731,4108723,1
37116422,4136335,1
4101620,320835,1
4156119,4040820,1
35615080,4136335,1
4108728,4108723,1
40486225,4245933,1
320429,4154293,1
4108085,4154293,1
40486057,4108723,1
4175570,4136335,1
4112096,320206,1
4111414,4111413,1
3654641,4048042,1
45766207,4108815,1
43020477,40487149,1
37109597,320835,1
4178609,4236905,1
37116421,4136335,1
45766072,45766069,1
4101619,320835,1
313964,43021044,1
312728,4263510,1
40486044,40488444,1
40490956,40487107,1
313416,43021833,1
313964,43021833,1
4301373,314368,1
4110331,4140616,1
761823,35615093,1
35615097,4178609,1
4175569,4178609,1
4108376,4178609,1
4101619,4109337,1
4183844,4113290,1
40488032,40492953,1
40492500,4109201,1
40486625,4109337,1
761813,4140616,1
40486071,4108730,1
761813,35615081,1
4179910,4178609,1
35615095,35615094,1
765284,35615080,1
40488437,4109337,1
765284,4140616,1
761823,35615094,1
4108220,4119462,1
4218450,4112093,1
4108730,4112093,1
35615098,35615093,1
42538671,4101619,1
40493477,4109201,1
40487992,4108730,1
35615098,4178609,1
35615097,35615094,1
35615096,35615093,1
40486626,4109337,1
4108731,4112093,1
4353743,4218450,1
42538671,4101619,1
35615100,35615097,1
35615099,35615098,1
35615100,4175569,1
40486071,4108730,1
36674716,4218450,1
35615099,4175569,1
40491529,4218450,1
761824,35615095,1
40491967,4218450,1
761824,35615096,1
40487992,4108730,1
761824,761823,1
